2025-12-22,13:56:34,DAVY,123456,SERDU,YONIL 400,A -> L,GRANTED,access_screenshots\access_DAVY_2025-12-22_135634.jpg
2025-12-22,13:58:13,DAFA,098765,SERLOK,UPIN,A -> L,GRANTED,access_screenshots\access_DAFA_2025-12-22_135813.jpg
2025-12-22,14:09:47,DAVY,123456,SERDU,YONIL 400,A -> L,GRANTED,access_screenshots\access_DAVY_2025-12-22_140947.jpg
2025-12-22,14:09:56,DAVY,123456,SERDU,YONIL 400,A -> L,GRANTED,access_screenshots\access_DAVY_2025-12-22_140956.jpg
2025-12-22,14:10:13,DAVY,123456,SERDU,YONIL 400,A -> L,GRANTED,access_screenshots\access_DAVY_2025-12-22_141013.jpg
